bin_index,ppm,importance
343,8.596491228070175,0.00036820183433372675
344,8.62155388471178,0.0
345,8.646616541353383,4.718755020058623e-05
346,8.671679197994987,0.00015660597460733644
347,8.69674185463659,0.00018007881939384205
348,8.721804511278195,0.0
349,8.746867167919799,0.0
350,8.771929824561402,0.00010009307133471275
351,8.796992481203008,0.0
352,8.822055137844611,2.474363617582845e-05
353,8.847117794486214,0.0
354,8.87218045112782,3.702043271291051e-05
355,8.897243107769423,0.0003097765874492123
356,8.922305764411027,0.00015616419172304052
357,8.947368421052632,2.638718997598306e-05
358,8.972431077694235,6.246888400209251e-05
359,8.997493734335839,6.786529271206988e-05
360,9.022556390977442,0.00035112305282916813
361,9.047619047619047,0.0
362,9.072681704260651,0.0
363,9.097744360902254,1.3815871222294014e-05
364,9.12280701754386,2.9790774124608872e-05
365,9.147869674185463,0.0
366,9.172932330827066,0.0
367,9.197994987468672,0.00017342670541458513
368,9.223057644110275,0.0
369,9.248120300751879,0.0
370,9.273182957393484,0.0
371,9.298245614035087,0.00010540803252676999
372,9.32330827067669,0.0
373,9.348370927318296,0.0
374,9.3734335839599,0.0002056969570939226
375,9.398496240601503,0.00017973456167476277
376,9.423558897243108,0.0
377,9.448621553884712,0.0
378,9.473684210526315,1.8996797636823428e-05
379,9.498746867167918,0.0
380,9.523809523809524,0.0
381,9.548872180451127,0.0
382,9.57393483709273,0.0
383,9.598997493734336,0.0
384,9.62406015037594,0.0
385,9.649122807017543,0.0
386,9.674185463659148,0.0011882977790092966
387,9.699248120300751,0.0
388,9.724310776942355,0.0
389,9.74937343358396,0.0
390,9.774436090225564,0.0012459769055931664
391,9.799498746867167,0.0
392,9.82456140350877,0.0
393,9.849624060150376,0.0
394,9.87468671679198,0.0
395,9.899749373433583,0.0
396,9.924812030075188,0.0
397,9.949874686716791,7.149212072640688e-05
398,9.974937343358395,0.0
399,10.0,0.0
